id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
1.67E+13,4664.3018,AZ,64,Male,White,College,Not in labor force-retired,,-1,4
2.13E+13,4092.9854,AZ,34,Male,White,Less than high school,Employed-at work,Construction,Home Appliance Repairers,1
2.13E+13,,AZ,9,Male,White,,,,-1,NA
3.44E+13,5080.1211,AZ,47,Male,White,Some college,Employed-at work,Construction,"Managers, All Other",3
3.44E+13,4487.7256,AZ,45,Female,White,Some college,Employed-at work,Construction,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3
3.44E+13,5695.6694,AZ,20,Male,White,High school,Employed-at work,Leisure and hospitality,Entertainment and Recreation Managers,2
3.44E+13,4134.0942,AZ,40,Female,White,High school,Not in labor force-disabled,,-1,2
3.44E+13,,AZ,2,Female,White,,,,-1,NA
3.44E+13,4244.9155,AZ,69,Male,White,Some college,Not in labor force-retired,,-1,3
3.44E+13,4062.2041,AZ,69,Female,White,High school,Not in labor force-retired,,-1,2
4.14E+13,6313.0571,AZ,56,Female,White,Advanced,Employed-at work,Financial activities,Accountants and Auditors,5
4.14E+13,5115.3657,AZ,55,Male,White,Advanced,Employed-at work,Professional and business services,Lawyers,5
4.14E+13,,AZ,13,Female,White,,,,-1,NA
4.14E+13,,AZ,15,Female,White,Less than high school,Not in labor force-other,,-1,1
4.14E+13,4813.7612,AZ,20,Male,White,Some college,Not in labor force-other,,-1,3
4.14E+13,4813.7612,AZ,22,Male,White,Some college,Not in labor force-other,,-1,3
4.14E+13,4375.416,AZ,22,Female,White,Some college,Not in labor force-other,,-1,3
4.14E+13,6027.5884,AZ,34,Male,Black,Advanced,Employed-at work,Manufacturing,Architectural and Engineering Managers,5
4.14E+13,8575.6426,AZ,34,Female,Black,Advanced,Employed-at work,Professional and business services,Chief Executives,5
4.14E+13,,AZ,1,Male,Black,,,,-1,NA
4.14E+13,,AZ,5,Female,Black,,,,-1,NA
4.16E+13,4165.2505,AZ,31,Female,White,Some college,Employed-at work,Leisure and hospitality,Supervisors of Personal Care and Service Workers,3
4.16E+13,3659.042,AZ,29,Male,White,High school,Employed-at work,Leisure and hospitality,Supervisors of Personal Care and Service Workers,2
4.24E+13,5204.2129,AZ,32,Male,White,College,Employed-at work,Financial activities,Customer Service Representatives,4
4.24E+13,4599.123,AZ,34,Female,White,Some college,Not in labor force-other,,-1,3
4.24E+13,,AZ,4,Male,White,,,,-1,NA
4.24E+13,,AZ,9,Male,White,,,,-1,NA
4.27E+13,3848.6096,AZ,58,Female,White,College,Employed-at work,Educational and health services,Tutors,4
4.27E+13,3766.1968,AZ,61,Male,Black,College,Employed-at work,Professional and business services,Security Guards and Gambling Surveillance Officers,4
4.43E+13,4506.3584,AZ,43,Female,White,College,Employed-at work,Financial activities,Insurance Sales Agents,4
4.43E+13,4855.8115,AZ,47,Male,White,Advanced,Employed-at work,Financial activities,Project Management Specialists,5
4.43E+13,,AZ,9,Male,White,,,,-1,NA
4.43E+13,,AZ,11,Male,White,,,,-1,NA
4.43E+13,,AZ,13,Male,White,,,,-1,NA
4.43E+13,4485.9902,AZ,41,Female,White,Some college,Employed-at work,Public administration,"Managers, All Other",3
4.43E+13,4443.7856,AZ,42,Male,White,Some college,Employed-at work,Wholesale and retail trade,Customer Service Representatives,3
4.43E+13,,AZ,1,Female,White,,,,-1,NA
4.43E+13,,AZ,5,Male,White,,,,-1,NA
4.43E+13,,AZ,13,Male,White,,,,-1,NA
4.43E+13,,AZ,14,Male,White,,,,-1,NA
4.43E+13,5006.1206,AZ,17,Female,White,Less than high school,Employed-at work,Leisure and hospitality,Fast Food and Counter Workers,1
4.45E+13,3985.9431,AZ,58,Female,White,High school,Not in labor force-retired,,-1,2
4.45E+13,3731.886,AZ,68,Male,White,High school,Not in labor force-retired,,-1,2
4.46E+13,5492.1309,AZ,57,Female,Asian,Advanced,Employed-at work,Manufacturing,Other Designers,5
4.46E+13,6310.5132,AZ,80,Female,Asian,High school,Not in labor force-retired,,-1,2
4.46E+13,6077.0864,AZ,80,Male,Asian,Some college,Not in labor force-retired,,-1,3
4.46E+13,5294.6382,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
4.47E+13,5115.3657,AZ,56,Male,White,Some college,Employed-at work,Financial activities,Insurance Underwriters,3
4.47E+13,6095.4478,AZ,48,Female,White,College,Employed-at work,Financial activities,"Bookkeeping, Accounting, and Auditing Clerks",4
4.47E+13,3889.4888,AZ,17,Male,White,Less than high school,Employed-at work,Leisure and hospitality,Fast Food and Counter Workers,1
4.60E+13,5007.4595,AZ,45,Male,Hispanic,Advanced,Employed-at work,Educational and health services,Surgeons,5
4.60E+13,4594.6768,AZ,36,Male,White,Advanced,Employed-at work,Educational and health services,Surgeons,5
4.78E+13,7267.4204,AZ,50,Male,Hispanic,Advanced,Employed-at work,Construction,Management Analysts,5
4.78E+13,6052.7461,AZ,46,Female,Hispanic,College,Not in labor force-other,,-1,4
4.78E+13,,AZ,13,Female,Hispanic,,,,-1,NA
4.78E+13,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.79E+13,3441.0632,AZ,38,Male,White,College,Employed-at work,Leisure and hospitality,Facilities Managers,4
4.98E+13,3562.677,AZ,37,Female,White,Some college,Employed-at work,Educational and health services,Childcare Workers,3
4.98E+13,3456.687,AZ,39,Male,White,Some college,Employed-at work,Other services,Clergy,3
4.98E+13,,AZ,10,Female,White,,,,-1,NA
4.98E+13,,AZ,12,Male,White,,,,-1,NA
4.98E+13,,AZ,13,Female,White,,,,-1,NA
4.98E+13,,AZ,15,Male,White,Less than high school,Not in labor force-other,,-1,1
5.46E+13,4043.8435,AZ,67,Female,White,High school,Not in labor force-retired,,-1,2
5.46E+13,4038.9172,AZ,71,Male,White,High school,Not in labor force-retired,,-1,2
5.75E+13,5177.7969,AZ,34,Female,Hispanic,High school,Not in labor force-other,,-1,2
5.75E+13,6024.4126,AZ,38,Male,Hispanic,Less than high school,Employed-at work,Leisure and hospitality,Food Preparation Workers,1
5.75E+13,,AZ,4,Female,Hispanic,,,,-1,NA
5.75E+13,,AZ,7,Male,Hispanic,,,,-1,NA
5.90E+13,3702.5354,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
5.90E+13,3628.5947,AZ,80,Male,White,Some college,Not in labor force-retired,,-1,3
6.18E+13,3637.6421,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
6.24E+13,4627.2803,AZ,56,Female,White,Some college,Employed-at work,Educational and health services,Childcare Workers,3
6.24E+13,5270.6299,AZ,55,Male,White,Advanced,Employed-at work,Public administration,Training and Development Specialists,5
6.24E+13,5745.707,AZ,26,Male,White,Some college,Unemployed-looking,Transportation and utilities,Couriers and Messengers,3
6.45E+13,3926.1931,AZ,68,Female,White,Some college,Employed-at work,Information,Security Guards and Gambling Surveillance Officers,3
6.60E+13,3953.6123,AZ,72,Male,White,Advanced,Not in labor force-retired,,-1,5
6.60E+13,4044.7253,AZ,69,Female,White,College,Not in labor force-retired,,-1,4
6.63E+13,3758.7739,AZ,57,Male,White,High school,Employed-at work,Educational and health services,Licensed Practical and Licensed Vocational Nurses,2
6.91E+13,3637.6421,AZ,75,Female,White,College,Not in labor force-retired,,-1,4
7.14E+13,4112.6084,AZ,49,Female,White,Advanced,Employed-at work,Educational and health services,Elementary and Middle School Teachers,5
7.14E+13,4456.7612,AZ,50,Male,White,High school,Employed-at work,Transportation and utilities,Driver/Sales Workers and Truck Drivers,2
8.18E+13,3393.0083,AZ,72,Male,Black,Some college,Not in labor force-retired,,-1,3
8.18E+13,4273.1899,AZ,73,Female,Asian,High school,Employed-at work,Wholesale and retail trade,Cashiers,2
8.30E+13,4431.9595,AZ,80,Male,White,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
8.30E+13,4898.8745,AZ,72,Female,White,Some college,Not in labor force-retired,,-1,3
9.31E+13,3953.6123,AZ,72,Male,White,College,Not in labor force-retired,,-1,4
9.31E+13,4044.7253,AZ,68,Female,White,Some college,Not in labor force-retired,,-1,3
1.01E+14,4008.4077,AZ,80,Male,White,College,Not in labor force-retired,,-1,4
1.01E+14,3838.7378,AZ,79,Female,White,High school,Not in labor force-retired,,-1,2
1.01E+14,4738.4849,AZ,62,Male,White,Advanced,Employed-at work,Financial activities,"Managers, All Other",5
1.01E+14,3960.4482,AZ,66,Female,White,Advanced,Not in labor force-retired,,-1,5
1.04E+14,4898.8745,AZ,70,Female,White,Some college,Not in labor force-retired,,-1,3
1.04E+14,5269.9272,AZ,71,Male,Hispanic,High school,Not in labor force-retired,,-1,2
1.07E+14,4344.2461,AZ,62,Male,White,High school,Not in labor force-retired,,-1,2
1.07E+14,4214.9302,AZ,62,Female,White,High school,Not in labor force-retired,,-1,2
1.10E+14,4784.1421,AZ,63,Male,White,High school,Not in labor force-retired,,-1,2
1.10E+14,3838.7378,AZ,75,Female,White,Advanced,Not in labor force-retired,,-1,5
1.10E+14,4119.877,AZ,69,Male,White,Advanced,Not in labor force-retired,,-1,5
1.10E+14,3587.8433,AZ,40,Male,White,Some college,Employed-at work,Other services,Bus and Truck Mechanics and Diesel Engine Specialists,3
1.10E+14,5270.707,AZ,77,Female,White,Some college,Not in labor force-retired,,-1,3
1.10E+14,4743.1714,AZ,80,Male,White,Some college,Not in labor force-retired,,-1,3
1.11E+14,3937.3667,AZ,79,Female,White,Some college,Not in labor force-retired,,-1,3
1.11E+14,4651.6436,AZ,56,Male,White,Some college,Employed-at work,Wholesale and retail trade,Stockers and Order Fillers,3
1.11E+14,3174.7793,AZ,42,Female,Asian,Some college,Employed-at work,Financial activities,Credit Counselors and Loan Officers,3
1.11E+14,4388.0449,AZ,49,Male,White,Some college,Employed-at work,Public administration,Police Officers,3
1.11E+14,,AZ,13,Female,White,,,,-1,NA
1.11E+14,4921.7319,AZ,17,Female,Asian,Less than high school,Employed-at work,Leisure and hospitality,Cashiers,1
1.11E+14,5903.9863,AZ,18,Male,Asian,High school,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",2
1.11E+14,4159.2202,AZ,45,Female,White,College,Employed-at work,Transportation and utilities,Customer Service Representatives,4
1.16E+14,4595.9458,AZ,36,Male,Asian,Advanced,Employed-at work,Manufacturing,Aerospace Engineers,5
1.16E+14,,AZ,6,Male,Hispanic,,,,-1,NA
1.22E+14,4898.8745,AZ,74,Female,White,College,Not in labor force-retired,,-1,4
1.24E+14,6613.3296,AZ,29,Male,Black,Some college,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",3
1.24E+14,4769.8755,AZ,25,Female,White,Less than high school,Not in labor force-other,,-1,1
1.25E+14,4281.3325,AZ,63,Male,White,College,Not in labor force-retired,Construction,Construction Laborers,4
1.25E+14,4693.5674,AZ,59,Female,White,Some college,Not in labor force-disabled,,-1,3
1.25E+14,4501.6528,AZ,52,Male,White,College,Not in labor force-disabled,,-1,4
1.29E+14,6437.0703,AZ,34,Female,Hispanic,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
1.29E+14,4734.1255,AZ,35,Male,White,College,Employed-at work,Transportation and utilities,"Power Plant Operators, Distributors, and Dispatchers",4
1.29E+14,,AZ,11,Male,Hispanic,,,,-1,NA
1.31E+14,3465.168,AZ,73,Female,White,Some college,Not in labor force-retired,,-1,3
1.31E+14,3825.9617,AZ,56,Male,White,High school,Not in labor force-disabled,,-1,2
1.31E+14,7831.9893,AZ,20,Female,Black,High school,Employed-at work,Leisure and hospitality,Driver/Sales Workers and Truck Drivers,2
1.31E+14,3634.4387,AZ,21,Male,White,High school,Employed-at work,Leisure and hospitality,First-Line Supervisors of Food Preparation and Serving Workers,2
1.40E+14,4636.9111,AZ,50,Male,Hispanic,High school,Employed-at work,Manufacturing,Other Production Workers,2
1.40E+14,4299.5093,AZ,52,Female,White,Advanced,Employed-at work,Educational and health services,Licensed Practical and Licensed Vocational Nurses,5
1.40E+14,4962.1455,AZ,22,Male,Hispanic,High school,Employed-at work,Manufacturing,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2
1.40E+14,4584.4058,AZ,52,Female,Hispanic,Some college,Employed-at work,Professional and business services,Management Analysts,3
1.40E+14,4044.7253,AZ,69,Female,White,Advanced,Not in labor force-retired,,-1,5
1.40E+14,3770.6624,AZ,53,Male,Black,Advanced,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Non-Retail Sales Workers,5
1.40E+14,3446.2598,AZ,79,Male,White,Advanced,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",5
1.41E+14,4672.7637,AZ,56,Male,White,Some college,Employed-at work,Wholesale and retail trade,"Plumbers, Pipefitters, and Steamfitters",3
1.41E+14,4430,AZ,53,Female,White,Some college,Employed-at work,Financial activities,Financial Managers,3
1.41E+14,5401.1187,AZ,50,Male,Asian,Advanced,Employed-at work,Educational and health services,Optometrists,5
1.41E+14,5159.6128,AZ,48,Female,Asian,College,Not in labor force-other,,-1,4
1.41E+14,3895.7463,AZ,18,Male,Asian,High school,Not in labor force-other,,-1,2
1.41E+14,3480.9922,AZ,23,Male,Asian,College,Not in labor force-other,,-1,4
1.41E+14,4044.7253,AZ,67,Female,White,Some college,Not in labor force-retired,,-1,3
1.41E+14,4719.9556,AZ,63,Male,White,Some college,Employed-at work,Wholesale and retail trade,Retail Salespersons,3
1.41E+14,4165.2505,AZ,31,Female,White,College,Employed-at work,Manufacturing,Human Resources Workers,4
1.41E+14,4134.2949,AZ,32,Male,White,College,Employed-at work,Public administration,Police Officers,4
1.41E+14,,AZ,0,Male,White,,,,-1,NA
1.41E+14,3637.6421,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
1.41E+14,4647.8374,AZ,73,Male,White,College,Not in labor force-retired,,-1,4
1.41E+14,3763.1628,AZ,72,Female,White,Some college,Not in labor force-disabled,,-1,3
1.42E+14,5270.707,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
1.42E+14,4111.5688,AZ,31,Male,White,Some college,Employed-at work,Public administration,Paramedics,3
1.42E+14,4192.0796,AZ,27,Male,White,Advanced,Employed-at work,Public administration,Emergency Medical Technicians,5
1.42E+14,4545.8301,AZ,75,Male,White,Some college,Employed-at work,Financial activities,Financial Managers,3
1.42E+14,5139.4766,AZ,78,Female,White,College,Employed-absent,Financial activities,Real Estate Brokers and Sales Agents,4
1.42E+14,4151.8042,AZ,75,Male,White,Some college,Not in labor force-retired,,-1,3
1.42E+14,3763.1628,AZ,72,Female,White,High school,Not in labor force-retired,,-1,2
1.42E+14,4647.8374,AZ,74,Male,White,Less than high school,Not in labor force-retired,,-1,1
1.42E+14,4388.0449,AZ,49,Male,White,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
1.42E+14,3958.124,AZ,35,Female,White,College,Employed-absent,Transportation and utilities,Flight Attendants,4
1.42E+14,,AZ,1,Male,White,,,,-1,NA
1.53E+14,4062.2041,AZ,66,Female,White,High school,Not in labor force-retired,,-1,2
1.53E+14,4311.4834,AZ,38,Male,White,Some college,Employed-at work,Manufacturing,Other Assemblers and Fabricators,3
1.58E+14,4975.355,AZ,49,Male,White,Advanced,Employed-at work,Educational and health services,Postsecondary Teachers,5
1.58E+14,4515.5962,AZ,61,Female,Hispanic,Advanced,Employed-at work,Educational and health services,Postsecondary Teachers,5
1.61E+14,4506.3584,AZ,42,Female,White,Some college,Employed-at work,Financial activities,"Claims Adjusters, Appraisers, Examiners, and Investigators",3
1.61E+14,,AZ,12,Female,White,,,,-1,NA
1.61E+14,,AZ,14,Female,White,,,,-1,NA
1.61E+14,4130.063,AZ,80,Male,White,High school,Not in labor force-retired,,-1,2
1.61E+14,3955.2439,AZ,79,Female,White,High school,Not in labor force-retired,,-1,2
1.61E+14,4472.5435,AZ,30,Male,Asian,Advanced,Employed-at work,Manufacturing,Electrical and Electronics Engineers,5
1.65E+14,6568.0186,AZ,57,Female,White,College,Not in labor force-retired,,-1,4
1.65E+14,5206.8027,AZ,57,Male,White,Some college,Not in labor force-retired,,-1,3
1.65E+14,4593.1196,AZ,40,Female,White,Some college,Not in labor force-other,,-1,3
1.65E+14,4463.9619,AZ,40,Male,White,Some college,Employed-at work,Manufacturing,"Business Operations Specialists, All Other",3
1.65E+14,,AZ,7,Male,White,,,,-1,NA
1.65E+14,,AZ,9,Female,White,,,,-1,NA
1.65E+14,,AZ,13,Male,White,,,,-1,NA
1.65E+14,5292.1104,AZ,16,Female,White,Less than high school,Not in labor force-other,,-1,1
1.65E+14,4491.3057,AZ,40,Male,White,College,Employed-at work,Construction,Chief Executives,4
1.65E+14,4495.0967,AZ,37,Female,White,College,Not in labor force-other,,-1,4
1.65E+14,,AZ,3,Male,White,,,,-1,NA
1.65E+14,,AZ,7,Female,White,,,,-1,NA
1.65E+14,,AZ,8,Female,White,,,,-1,NA
1.65E+14,,AZ,11,Female,White,,,,-1,NA
1.65E+14,,AZ,13,Male,White,,,,-1,NA
1.67E+14,4043.8435,AZ,69,Female,White,Advanced,Not in labor force-retired,,-1,5
1.67E+14,4038.9172,AZ,74,Male,White,Advanced,Not in labor force-retired,,-1,5
1.67E+14,4958.9902,AZ,47,Female,White,Advanced,Unemployed-looking,Professional and business services,Accountants and Auditors,5
1.67E+14,4380.5044,AZ,50,Male,White,Advanced,Employed-at work,Professional and business services,Fundraisers,5
1.67E+14,3637.6421,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
1.69E+14,5204.2129,AZ,33,Male,White,Advanced,Employed-at work,Manufacturing,Computer Hardware Engineers,5
